Параметры займа,,,,,,,Факторы,,,,,,,,,,,,,,,,,,,,,
Loan issued,Рейтинг,"Comission, %",Earned interest,"Unpaid,  full amount",EL,,учредителю подсказывают / на ВИ другой человек,"На ВИ присутствует ""сотрудник"", в тч за кадром, который отвечает на вопросы","""Сотрудник"" отвечает на вопросы. ГД/учредитель молчит или отвечает редко.",В компании была смена учредителя,учредитель женщина,Первое ЮЛ,Выручка компании в первый год > 30 млн.,Текущее ЮЛ основано до 30 лет,КИ учредителя < 1 млн,Не знает объем выручки,Не знает ФОТ,Не знает контрагентов,"Не знает наценку (рентабельность, прибыль)","Не знает кредиторов ), в тч объем обязательств",Нерелевантный опыт работы,Нелогичный выбор сферы бизнеса,За ответом на вопросы 10-14 просит обратиться к сотруднику,Данные предоставленные заемщиком разнятся с действительностью > 50%,"Есть ""партнер"", который официально не оформлен","Не потребовалось денег для начала бизнеса, тк были договоренности с поставщиками","Офис находится в здании партнера/друга/родственника, аренду не платит.",Заемщик от партнера и был подготовлен к ВИ
4 000 000 ₽,8,"5,90%",56 615 ₽,4 289 434 ₽,"1,50%",,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1 000 000 ₽,9,"5,30%",13 663 ₽,1 066 955 ₽,"1,50%",,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
11 400 000 ₽,8,"4,83%",424 504 ₽,9 142 604 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3 500 000 ₽,8,"5,00%",90 132 ₽,2 337 720 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
7 800 000 ₽,3,"3,17%",407 474 ₽,3 655 130 ₽,"1,50%",,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 500 000 ₽,10,"6,00%",27 904 ₽,1 389 518 ₽,"1,50%",,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 250 000 ₽,18,"6,50%",48 180 ₽,2 592 479 ₽,"10,00%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
3 000 000 ₽,11,"4,88%",251 132 ₽,833 711 ₽,"40,00%",,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
3 500 000 ₽,10,"4,64%",176 737 ₽,2 461 838 ₽,"1,50%",,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 350 000 ₽,14,"6,50%",201 968 ₽,884 317 ₽,"1,50%",,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 000 000 ₽,9,"6,00%",292 133 ₽,0 ₽,"0,00%",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4 118 076 ₽,10,"5,61%",424 009 ₽,816 120 ₽,"1,50%",,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3 550 000 ₽,13,"6,50%",218 560 ₽,1 993 560 ₽,"10,00%",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
970 000 ₽,9,"6,00%",85 383 ₽,0 ₽,"0,00%",,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
500 000 ₽,13,"6,50%",30 783 ₽,280 783 ₽,"1,50%",,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0
4 343 518 ₽,11,"5,19%",263 401 ₽,1 945 325 ₽,"40,00%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10 080 000 ₽,7,"4,68%",310 696 ₽,7 645 529 ₽,"1,50%",,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3 000 000 ₽,13,"6,00%",0 ₽,3 806 719 ₽,"1,50%",,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2 260 000 ₽,15,"6,50%",137 824 ₽,1 511 287 ₽,"10,00%",,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1 000 000 ₽,16,"6,50%",63 420 ₽,672 122 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 000 000 ₽,12,"4,10%",13 173 ₽,1 061 566 ₽,"1,50%",,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1 000 000 ₽,18,"5,50%",56 131 ₽,661 917 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
2 040 000 ₽,14,"6,50%",68 705 ₽,1 736 114 ₽,"1,50%",,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
500 000 ₽,15,"6,50%",11 711 ₽,475 221 ₽,"1,50%",,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3 000 000 ₽,15,"5,83%",83 483 ₽,2 721 640 ₽,"40,00%",,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 000 000 ₽,12,"6,00%",117 171 ₽,3 919 187 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 960 000 ₽,12,"6,00%",144 751 ₽,1 929 317 ₽,"10,00%",,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11 200 000 ₽,11,"5,21%",52 939 ₽,12 809 165 ₽,"0,00%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 000 000 ₽,11,"2,95%",202 163 ₽,4 475 705 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2 500 000 ₽,13,"5,96%",95 187 ₽,1 270 030 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1 500 000 ₽,13,"6,50%",52 699 ₽,1 283 097 ₽,"1,50%",,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3 000 000 ₽,17,"6,00%",67 358 ₽,0 ₽,"0,00%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2 000 000 ₽,10,"5,00%",0 ₽,2 281 061 ₽,"1,50%",,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
8 800 000 ₽,14,"5,34%",349 029 ₽,5 984 811 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 320 000 ₽,15,"6,50%",118 549 ₽,499 275 ₽,"30,00%",,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5 020 000 ₽,13,"5,52%",281 779 ₽,3 322 824 ₽,"10,00%",,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 500 000 ₽,9,"4,00%",110 963 ₽,272 193 ₽,"1,50%",,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 340 000 ₽,15,"6,50%",90 259 ₽,760 259 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 000 000 ₽,15,"6,50%",63 420 ₽,0 ₽,"30,00%",,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1 570 000 ₽,14,"6,50%",118 065 ₽,738 499 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6 000 000 ₽,11,"3,50%",201 324 ₽,0 ₽,"0,00%",,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1 800 000 ₽,14,"5,40%",84 318 ₽,1 368 637 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3 010 000 ₽,15,"5,70%",0 ₽,3 965 145 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1 003 776 ₽,14,"6,50%",107 836 ₽,188 863 ₽,"1,50%",,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5 000 000 ₽,11,"6,00%",372 047 ₽,1 852 690 ₽,"1,50%",,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4 133 825 ₽,12,"4,40%",70 336 ₽,0 ₽,"0,00%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 200 000 ₽,15,"6,50%",26 833 ₽,0 ₽,"0,00%",,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 440 000 ₽,13,"6,50%",114 298 ₽,1 855 263 ₽,"1,50%",,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5 300 000 ₽,11,"4,50%",176 949 ₽,3 887 232 ₽,"1,50%",,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2 000 000 ₽,10,"4,50%",150 240 ₽,550 080 ₽,"1,50%",,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800 000 ₽,13,"6,50%",41 044 ₽,524 129 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
600 000 ₽,17,"3,00%",25 040 ₽,385 056 ₽,"1,50%",,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 000 000 ₽,15,"5,90%",26 345 ₽,2 123 132 ₽,"1,50%",,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3 000 000 ₽,9,"6,00%",175 280 ₽,1 375 200 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3 000 000 ₽,12,"6,00%",205 389 ₽,1 396 707 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2 000 000 ₽,12,"4,75%",111 614 ₽,1 111 614 ₽,"1,50%",,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
500 000 ₽,13,"3,50%",7 189 ₽,452 611 ₽,"1,50%",,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
3 470 000 ₽,13,"6,50%",44 014 ₽,3 664 984 ₽,"1,50%",,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4 000 000 ₽,8,"6,00%",251 885 ₽,1 459 276 ₽,"1,50%",,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
500 000 ₽,13,"6,50%",12 197 ₽,477 651 ₽,"100,00%",,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
3 230 000 ₽,15,"5,90%",50 502 ₽,3 516 358 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6 000 000 ₽,11,"5,00%",105 879 ₽,5 529 395 ₽,"1,50%",,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1 620 000 ₽,14,"5,00%",104 203 ₽,290 841 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3 000 000 ₽,13,"6,00%",92 349 ₽,2 527 048 ₽,"1,50%",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
2 000 000 ₽,13,"5,00%",100 160 ₽,1 100 160 ₽,"1,50%",,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
3 000 000 ₽,18,"6,50%",228 313 ₽,1 728 313 ₽,"1,50%",,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2 880 000 ₽,14,"5,72%",172 254 ₽,1 360 820 ₽,"1,50%",,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18 947 387 ₽,10,"4,12%",494 867 ₽,18 377 685 ₽,"1,50%",,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2 000 000 ₽,14,"6,50%",93 687 ₽,1 520 707 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3 500 000 ₽,15,"6,50%",81 976 ₽,3 326 547 ₽,"1,50%",,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2 350 000 ₽,12,"5,35%",131 318 ₽,1 140 530 ₽,"1,50%",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 160 000 ₽,15,"6,23%",126 134 ₽,2 726 861 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
2 000 000 ₽,14,"6,20%",72 971 ₽,1 276 555 ₽,"1,50%",,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
950 000 ₽,17,"6,50%",69 522 ₽,544 522 ₽,"30,00%",,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3 000 000 ₽,10,"5,16%",246 265 ₽,1 123 133 ₽,"1,50%",,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1 400 690 ₽,16,"6,50%",164 033 ₽,266 255 ₽,"1,50%",,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7 410 000 ₽,10,"3,50%",205 256 ₽,5 350 513 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 180 000 ₽,16,"6,50%",204 976 ₽,1 794 976 ₽,"1,50%",,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7 000 000 ₽,7,"5,80%",192 258 ₽,8 531 502 ₽,"1,50%",,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1 130 000 ₽,17,"5,80%",110 259 ₽,431 796 ₽,"10,00%",,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5 300 000 ₽,15,"5,55%",188 779 ₽,4 425 085 ₽,"30,00%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
990 000 ₽,15,"5,66%",44 456 ₽,748 912 ₽,"40,00%",,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 000 000 ₽,15,"6,50%",146 362 ₽,1 146 362 ₽,"10,00%",,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2 730 000 ₽,17,"6,50%",50 391 ₽,3 056 802 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 000 000 ₽,14,"5,80%",31 271 ₽,2 177 312 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1 560 000 ₽,15,"6,50%",95 135 ₽,1 043 189 ₽,"1,50%",,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2 000 000 ₽,13,"6,50%",46 843 ₽,1 900 884 ₽,"1,50%",,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
800 000 ₽,12,"2,25%",16 977 ₽,0 ₽,"0,00%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1 400 000 ₽,8,"5,67%",49 117 ₽,270 775 ₽,"1,50%",,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8 900 000 ₽,16,"4,23%",358 680 ₽,7 695 508 ₽,"40,00%",,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3 000 000 ₽,12,"2,13%",96 892 ₽,0 ₽,"0,00%",,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1 500 000 ₽,14,"6,50%",35 133 ₽,1 425 663 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
1 250 000 ₽,13,"4,00%",15 855 ₽,1 320 239 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 000 000 ₽,17,"6,50%",218 601 ₽,3 103 869 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2 870 000 ₽,15,"5,66%",176 695 ₽,1 611 695 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 000 000 ₽,13,"5,00%",195 325 ₽,1 389 518 ₽,"1,50%",,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1 000 000 ₽,18,"5,00%",28 308 ₽,974 871 ₽,"1,50%",,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3 672 000 ₽,15,"6,00%",164 891 ₽,2 777 783 ₽,"1,50%",,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 550 000 ₽,17,"5,50%",78 497 ₽,2 147 991 ₽,"10,00%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1 550 000 ₽,15,"5,15%",78 086 ₽,875 396 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500 000 ₽,14,"6,50%",30 492 ₽,334 355 ₽,"1,50%",,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0
3 000 000 ₽,9,"3,00%",133 155 ₽,1 633 155 ₽,"1,50%",,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3 000 000 ₽,12,"3,00%",223 228 ₽,1 111 614 ₽,"10,00%",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2 500 000 ₽,14,"4,96%",146 386 ₽,1 663 274 ₽,"1,50%",,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6 000 000 ₽,10,"5,00%",105 879 ₽,0 ₽,"0,00%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2 000 000 ₽,8,"5,20%",62 542 ₽,1 979 374 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2 000 000 ₽,7,"4,74%",52 939 ₽,1 658 818 ₽,"1,50%",,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2 000 000 ₽,11,"4,50%",0 ₽,2 304 418 ₽,"1,50%",,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
2 050 000 ₽,15,"6,50%",150 021 ₽,1 175 021 ₽,"10,00%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7 000 000 ₽,8,"5,70%",266 311 ₽,3 352 096 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1 168 269 ₽,13,"5,94%",119 877 ₽,218 687 ₽,"1,50%",,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 000 000 ₽,11,"4,00%",200 320 ₽,1 100 160 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500 000 ₽,16,"6,50%",12 197 ₽,477 651 ₽,"1,50%",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
600 000 ₽,10,"4,88%",33 679 ₽,397 150 ₽,"1,50%",,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1 000 000 ₽,12,"6,00%",58 683 ₽,558 683 ₽,"1,50%",,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1 820 000 ₽,18,"6,50%",0 ₽,2 129 119 ₽,"100,00%",,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800 000 ₽,15,"5,00%",61 750 ₽,0 ₽,"1,50%",,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1 500 000 ₽,11,"4,00%",23 614 ₽,0 ₽,"10,00%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2 000 000 ₽,11,"6,80%",59 049 ₽,2 482 870 ₽,"1,50%",,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1
2 000 000 ₽,14,"6,50%",67 358 ₽,1 702 073 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1 950 000 ₽,16,"6,50%",98 936 ₽,1 497 871 ₽,"1,50%",,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1 000 000 ₽,15,"8,30%",15 635 ₽,1 088 656 ₽,"1,50%",,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
590 000 ₽,18,"6,50%",15 544 ₽,569 385 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2 000 000 ₽,13,"5,80%",34 943 ₽,2 192 985 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
3 000 000 ₽,16,"3,00%",135 529 ₽,1 346 807 ₽,"1,50%",,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2 500 000 ₽,11,"4,00%",31 710 ₽,2 640 479 ₽,"1,50%",,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
7 000 000 ₽,8,"3,50%",95 638 ₽,7 468 684 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2 200 000 ₽,17,"6,50%",83 715 ₽,1 901 145 ₽,"1,50%",,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1 000 000 ₽,13,"5,70%",15 140 ₽,1 083 209 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
4 090 000 ₽,12,"3,50%",193 165 ₽,2 238 165 ₽,"1,50%",,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
500 000 ₽,18,"5,50%",7 077 ₽,536 179 ₽,"1,50%",,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8 640 000 ₽,9,"2,24%",262 219 ₽,0 ₽,"0,00%",,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1 460 000 ₽,16,"4,00%",119 685 ₽,693 823 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
6 000 000 ₽,8,"4,00%",124 650 ₽,4 873 949 ₽,"1,50%",,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
1 180 000 ₽,18,"5,50%",80 609 ₽,801 186 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1 500 000 ₽,12,"6,00%",52 699 ₽,1 283 097 ₽,"1,50%",,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1 720 045 ₽,14,"6,50%",193 097 ₽,325 294 ₽,"1,50%",,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2 730 000 ₽,13,"6,50%",168 076 ₽,1 533 076 ₽,"1,50%",,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2 500 000 ₽,14,"6,50%",214 860 ₽,0 ₽,"0,00%",,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4 990 000 ₽,10,"3,24%",300 685 ₽,1 347 728 ₽,"40,00%",,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3 000 000 ₽,10,"5,00%",125 200 ₽,1 925 280 ₽,"1,50%",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4 000 000 ₽,13,"5,50%",164 177 ₽,2 995 020 ₽,"10,00%",,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2 000 000 ₽,14,"4,50%",74 409 ₽,1 482 152 ₽,"1,50%",,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
500 000 ₽,11,"6,00%",35 914 ₽,233 986 ₽,"1,50%",,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4 100 000 ₽,10,"6,00%",217 052 ₽,2 267 052 ₽,"1,50%",,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 600 000 ₽,17,"6,50%",154 699 ₽,451 566 ₽,"10,00%",,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5 000 000 ₽,14,"5,50%",244 511 ₽,3 258 982 ₽,"1,50%",,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4 310 000 ₽,13,"4,50%",160 352 ₽,3 194 038 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
700 000 ₽,17,"5,35%",9 697 ₽,699 799 ₽,"1,50%",,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1 000 000 ₽,14,"6,50%",53 715 ₽,658 534 ₽,"30,00%",,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
500 000 ₽,14,"6,50%",18 295 ₽,429 886 ₽,"100,00%",,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1 090 000 ₽,17,"6,72%",42 259 ₽,751 769 ₽,"1,50%",,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3 950 000 ₽,15,"4,92%",61 853 ₽,3 404 145 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 580 000 ₽,16,"5,00%",113 487 ₽,739 396 ₽,"1,50%",,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4 400 000 ₽,12,"4,16%",90 794 ₽,2 734 514 ₽,"1,50%",,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
3 620 000 ₽,15,"5,90%",56 600 ₽,3 940 934 ₽,"1,50%",,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1 500 000 ₽,14,"5,50%",57 078 ₽,1 296 235 ₽,"1,50%",,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
